label,date,confirmed,recovered,deaths,delta_confirmed,delta_recovered,delta_deaths
europe,20210916,64319212,60592112,1262574,156701,147407,2052
europe,20210917,64473824,60728247,1264528,154612,136135,1983
europe,20210918,64588642,60846170,1266150,114849,117964,1624
europe,20210919,64709684,60952241,1267618,121042,106072,1468
europe,20210920,64868290,61066371,1269654,158606,114130,2036
europe,20210921,65020150,61293009,1271982,154890,226638,2328
europe,20210922,65153768,61459615,1274019,133618,166606,2037
europe,20210923,65342183,61615908,1276320,188415,156293,2301
europe,20210924,65500077,61770220,1278476,157894,154312,2157
europe,20210925,65640326,61898605,1280260,141429,128387,1784
europe,20210926,65769987,61993706,1281826,129661,95102,1566
europe,20210927,65905958,62158147,1283741,135971,164441,1915
europe,20210928,66041849,62306655,1285883,140114,148508,2143
europe,20210929,66214247,62464245,1288279,173420,158213,2396
europe,20210930,66390879,62608899,1290450,178278,144654,2249
europe,20211001,66563108,62761302,1292637,172229,152403,2188
europe,20211002,66716280,62875700,1294636,153172,114740,1999
europe,20211003,66853752,62992325,1296354,137472,116625,1718
europe,20211004,67024889,63140022,1298620,171656,147697,2266
europe,20211005,67167744,63312781,1301162,146392,172759,2542
europe,20211006,67385199,63443339,1304041,217483,130558,2880
europe,20211007,67577569,63629359,1306543,192370,186021,2502
europe,20211008,67732376,63783751,1308883,154807,154392,2340
europe,20211009,67913575,63920819,1311146,181779,137068,2264
europe,20211010,68093321,64040462,1313231,179746,119969,2085
europe,20211011,68253251,64184393,1315456,160502,143931,2225
europe,20211012,68412813,64322842,1318163,163131,138449,2707
europe,20211013,68642996,64488694,1321332,240137,165852,3169
europe,20211014,68868111,64654695,1324160,226211,166001,2828
europe,20211015,69076465,64821263,1326734,208354,166568,2574
europe,20211016,69268837,64964834,1329189,192429,143574,2456
europe,20211017,69423861,65097220,1331168,155024,132386,1980
europe,20211018,69632387,65266696,1333743,209070,169476,2575
europe,20211019,69863177,65410194,1337243,234408,143498,3500
europe,20211020,70106016,65605007,1340348,242839,194813,3105
europe,20211021,70366851,65790532,1343519,260835,185525,3171
europe,20211022,70623063,65943345,1346711,256212,152813,3193
europe,20211023,70836564,66114288,1349483,213501,170943,2773
europe,20211024,71039328,66282408,1352031,202764,168120,2548
europe,20211025,71259845,66438016,1354995,221864,155609,2964
europe,20211026,71490481,66592198,1359635,232680,154190,4648
europe,20211027,71801891,66805545,1362748,311415,220965,4104
europe,20211028,72073170,67015893,1366284,271279,211100,3536
europe,20211029,72347679,67213798,1369895,274509,197905,3611
europe,20211030,72582173,67396435,1372994,234494,182658,3099
europe,20211031,72814713,67547446,1375855,232540,151011,2861
europe,20211101,73030243,67751251,1378729,215530,203805,2874
europe,20211102,73239149,67962549,1382759,210184,211298,4030
europe,20211103,73585802,68192491,1387053,346653,229942,4294
europe,20211104,73907720,68434483,1391244,321918,241992,4191
europe,20211105,74218237,68665495,1395182,310517,231012,3938
europe,20211106,74502758,68869994,1398921,284521,204501,3739
europe,20211107,74729665,69065833,1401669,226907,195840,2748
europe,20211108,74974027,69277293,1405004,244362,211460,3335
europe,20211109,75262551,69487189,1409564,288524,209945,4560
europe,20211110,75641594,69773202,1414244,379043,286013,4680
europe,20211111,75997544,70026599,1418446,355950,253397,4202
europe,20211112,76298088,70282126,1422300,300544,255527,3855
europe,20211113,76299034,70493092,1422302,946,210966,2
